15101;Березовый Мостик, Ногинский р-н, Московская обл.
14547;Березовый, Хабаровский край
14831;Беркакит, Саха респ. (Якутия)
13815;Беркут, Тюменская обл.
13845;Бершеть, Пермский край
61;Беседы, Московская обл.
2018;Беслан, Северная Осетия респ.
2854;Бессоновка, Пензенская обл.
1919;Бетлица, Калужская обл.
13226;Бешенцево, Нижегородская обл.
14273;Бея, Хакасия респ.
1965;Биаза, Новосибирская обл.
638;Бижбуляк, Башкортостан респ.
275;Бийск
13866;Бикин, Хабаровский край
3163;Билибино, Чукотский авт. округ
14999;Биокомбинат,Щелковский р-н, Московская обл.
15271;Бирево, Клинский район, Московская обл.
914;Биробиджан, Еврейская автономная обл.
548;Бирск, Башкортостан респ.
13477;Бирюзовая Катунь, Алтайский край
14945;Бирюковка, Астраханская обл.
13504;Бирюля, Алтай респ.
14575;Бирюсинск, Иркутская обл.
2065;Бирюч, Белгородская обл.
15102;Бисерово, Ногинский р-н, Московская обл.
1435;Бисерть, Свердловская обл.
14587;Бичура, Бурятия респ.
803;Благовещенка, Алтайский край
286;Благовещенск
656;Благовещенск, Башкортостан респ.
1946;Благовещенская, Краснодарский край
1470;Благодарный, Ставропольский край
1354;Бобров, Воронежская обл.
3045;Бобровка, Тверская обл.
15000;Бобры, Щелковский р-н, Московская обл.
3079;Богандинский, Тюменская обл.
1221;Богатое, Самарская обл.
1525;Богатые Сабы, Татарстан респ.
722;Богашево, Томская обл.
1373;Богданович, Свердловская обл.
13811;Боголюбово, Суздальский р-н, Владимирская обл.
446;Богородицк, Тульская обл.
1008;Богородск, Нижегородская обл.
918;Богородское, Амурская обл.
1667;Богородское, Сергиево-Посадский р-он, Московская о
13410;Богородское, Ульчский р-н, Хабаровский край
15001;Богослово, Щелковский р-н, Московская обл.
15103;Богословы, Ногинский р-н, Московская обл.
856;Боготол, Красноярский край
14568;Боград, Хакасия респ.
860;Богучаны, Красноярский край
1355;Богучар, Воронежская обл.
1160;Бодайбо, Иркутская обл.
3227;Бозой пос., Иркутская обл.
3028;Бокино, Тамбовская обл.
15104;Боково, Ногинский р-н, Московская обл.
2894;Боковская, Ростовская обл.
977;Бокситогорск, Ленинградская обл.
1527;Болгар, Татарстан респ.
1445;Бологое, Тверская обл.
733;Болотное, Новосибирская обл.
2839;Болхов, Орловская обл.
14916;Болхуны, Астраханская обл.
1505;Большая Атня, Татарстан респ.
1051;Большая Глушица, Самарская обл.
2756;Большая Елховка, Мордовия респ.
13387;Большая Ельня, Нижегородская обл.
14766;Большая Ивановка д., Гатчинский р-он, Ленинградска
2677;Большая Ижора, Ломоносовский р-н, Ленинградская об
14270;Большая Ирба, Курагинский р-н, Красноярский край
13427;Большая Каменка, Самарская обл.
13426;Большая Марха, Саха респ. (Якутия)
834;Большая Мурта, Красноярский край
13718;Большая Орша, Оршанский р-н, Марий Эл респ.
2503;Большая Речка, Иркутская обл.
576;Большая Соснова, Пермский край
1050;Большая Черниговка, Самарская обл.
1390;Большеречье, Омская обл.
660;Большеустьикинское, Башкортостан респ.
14778;Большие Борницы, Гатчинский р-он, Ленинградская об
1668;Большие Вяземы, Московская обл.
1669;Большие Дворы, Павлопосадский район, Московская об
1514;Большие Кайбицы, Татарстан респ.
14755;Большие Колпаны , Гатчинский р-он, Ленинградская о
15002;Большие Петрищи, Щелковский р-н, Московская обл.
13471;Большие Поля, Омская обл.
14767;Большие Тайцы д., Гатчинский р-он, Ленинградская о
1489;Большие Уки, Омская обл.
13737;Большие Шапы, Медведевский р-н, Марий Эл респ.
15161;Большовская, Волгодонский р-н, Ростовская обл.
1884;Большое Болдино, Нижегородская обл.
74;Большое Буньково, Московская обл.
14759;Большое Верево д., Гатчинский р-он, Ленинградская 
13350;Большое Исаково, Калининградская обл.
13228;Большое Козино, Нижегородская обл.
1885;Большое Мурашкино, Нижегородская обл.
3102;Большое Нагаткино, Ульяновская обл.
2328;Большое Полпино, Брянская обл.
13235;Большое Савино, Пермский край
3175;Большое Село, Ярославская обл.
14634;Большое Сорокино, Тюменская обл.
13241;Большой Исток, Свердловская обл.
904;Большой Камень, Приморский край
13688;Большой Кундыш, Килемарский р-н, Марий Эл респ.
13900;Большой Куяш, Челябинская обл.
13161;Большой Лог, Ростовская обл.
1872;Большой Луг, Иркутская обл.
858;Большой Улуй, Красноярский край
2058;Большой Утриш, Краснодарский край
14275;Бондарево, Бейский р-н, Хакасия респ.
1004;Бор, Нижегородская обл.
14855;Борзовая заимка, Алтайский край
13979;Борзя, Забайкальский край
14887;Борилово, Ногинский р-н, Московская обл.
2734;Боринское, Липецкая обл.
15291;Борис-Глеб, Клинский район, Московская обл.
2471;Борисовка, Белгородская обл.
14419;Борисовка, Краснодарский край
15003;Борисовка, Щелковский р-н, Московская обл.
13063;Борисоглеб, Ярославская обл.
352;Борисоглебск, Воронежская обл.
14255;Борки, Викуловский р-н, Тюменская обл.
14245;Борки, Тюменский р-н, Тюменская обл.
13817;Боровинка, Тюменская обл.
2358;Боровичи, Новгородская обл.
15105;Боровково, Ногинский р-н, Московская обл.
13295;Боровое, Воронежская обл.
1920;Боровск, Калужская обл.
922;Боровский, Тюменская обл.
1427;Борогонцы, Саха респ. (Якутия)
864;Бородино, Красноярский край
1301;Бородино, Московская обл.
13530;Борозда, Московская обл.
1047;Борское, Самарская обл.
15286;Борщево, Клинский район, Московская обл.
13502;Бочкари, Алтайский край
2310;Брасово, Брянская обл.
877;Братск
14621;Бреды, Челябинская обл.
14524;Брейтово, Ярославская обл.
15368;Брехово, Солнечногорский р-он, Московская обл.
15661;Бриляково, Городецкий р-н, Нижегородская обл.
13895;Бродокалмак, Челябинская обл.
1099;Бронницы, Московская обл.
14824;Брусничное, Выборг, Ленинградская обл.
1166;Брюховецкая, Краснодарский край
220;Брянск
1291;Бугры, Всеволожский р-н, Ленинградская обл.
1055;Бугульма, Татарстан респ.
100;Бугуруслан, Оренбургская обл.
14964;Бударино, Астраханская обл.
1080;Буденновск, Ставропольский край
662;Буздяк, Башкортостан респ.
15443;Бузланово, Одинцовский р-н, Московская обл.
1218;Бузулук, Оренбургская обл.
2612;Буй, Костромская обл.
1870;Буйнакск, Дагестан респ.
1508;Буинск, Татарстан респ.
15004;Булаково, Щелковский р-н, Московская обл.
1541;Буланаш, Свердловская обл.
1670;Булатниково, Московская обл.
14386;Булгаково, Башкортостан респ.
13902;Булзи, Челябинская обл.
13825;Буньково, Тюменская обл.
649;Бураево, Башкортостан респ.
13922;Буранный, Челябинская обл.
13488;Бурея, Амурская обл.
809;Бурла, Алтайский край
2572;Бурмакино, Кировская обл.
14307;Буруновка, Гафурийский р-н, Башкортостан респ.
15650;Бурцево, Балахнинский р-н, Нижегородская обл.
15084;Бурцево, Вологодская обл.
467;Бутово, Московская обл.
13314;Бутовская шахта, Кемеровская обл.
1886;Бутурлино, Нижегородская обл.
2351;Бутурлиновка, Воронежская обл.
14664;Быково, Волгоградская обл.
1195;Быково, Московская обл.
14695;Быково, Подольский р-н, Московская обл.
1966;Быстровка, Новосибирская обл.
808;Быстрый Исток, Алтайский край
14969;Бычиха, Хабаровский край
13147;Бяуде, Хабаровский край
14638;Вавилово, Башкортостан респ.
14650;Вавож, Удмуртия респ.
14252;Вагай, Тюменская обл.
1887;Вад, Нижегородская обл.
14760;Вайя д., Гатчинский р-он, Ленинградская обл.
14761;Вайялово д., Гатчинский р-он, Ленинградская обл.
2812;Валдай, Новгородская обл.
344;Валуйки, Белгородская обл.
1151;Ванавара, Красноярский край
29;Ванино, Хабаровский край
13234;Ванюки, Пермский край
14538;Варандей, Ненецкий авт. округ
14425;Варваровка, Амурская обл.
14410;Варваровка, Краснодарский край
13337;Вардане, Краснодарский край
14661;Варениковская, Краснодарский край
13880;Варламово, Челябинская обл.
14624;Варна, Челябинская обл.
1888;Варнавино, Нижегородская обл.
14519;Варницы, Ярославская обл.
14398;Васильевка, Краснодарский край
13021;Васильевка, Самарская обл.
3043;Васильево, Зеленодольский р-он, Татарстан респ.
3044;Васильево, Мамадышский р-он, Татарстан респ.
14709;Васильевская станица, Краснодарский край
15394;Васильевский Мох, Калининский ра, Тверская обл.
15005;Васильевское, Щелковский р-н, Московская обл.
13768;Васильевское, Юринский р-н, Марий Эл респ.
2524;Васильково, Калининградская обл.
1892;Васильсурск, Нижегородская обл.
2678;Васкелово, Всеволожский р-н, Ленинградская обл.
1955;Васьково, Архангельская обл.
2628;Васюринская, Краснодарский край
13248;Вата, Ханты-Мансийский авт. округ
1559;Ватутинки, Московская обл.
1967;Вахрушево, Новосибирская обл.
3132;Вахрушево, Челябинская обл.
2577;Вахруши, Кировская обл.
13626;Вахтан, Нижегородская обл.
1010;Вача, Нижегородская обл.
3152;Ведено, Чеченская респ.
2477;Вейделевка, Белгородская обл.
14470;Велиж, Смоленская обл.
13782;Велижаны, Тюменская обл.
1315;Великие Луки, Псковская обл.
139;Великий Новгород
992;Великий Устюг, Вологодская обл.
14518;Великое, Ярославская обл.
15329;Вельево, Солнечногорский район, Московская обл.
15272;Вельмогово, Клинский район, Московская обл.
994;Вельск, Архангельская обл.
1671;Вельяминово, Московская обл.
753;Венгерово, Новосибирская обл.
445;Венев, Тульская обл.
2768;Вербилки, Московская обл.
14762;Верево п. ст., Гатчинский р-он, Ленинградская обл.
573;Верещагино, Пермский край
14696;Верея, Наро-Фоминский район, Московская обл.
1118;Верея, Раменский р-н, Московская обл.
1968;Верх-Алеус, Новосибирская обл.
13510;Верх-Ая, Алтайский край
13853;Верх-Иньва, Пермский край
1969;Верх-Ирмень, Новосибирская обл.
1970;Верх-Каргат, Новосибирская обл.
2629;Верхнебаканский, Краснодарский край
13965;Верхневилюйск, Саха респ. (Якутия)
3003;Верхнеднепровский, Смоленская обл.
14415;Верхнее Джемете, Краснодарский край
13008;Верхнее Дуброво, Свердловская обл.
13177;Верхнезареченский, Волгоградская обл.
3215;Верх-Нейвинский, Свердловская обл.
14954;Верхнекалиновский, Астраханская обл.
14937;Верхнелебяжье, Астраханская обл.
13985;Верхнеуральск, Челябинская обл.
14815;Верхне-Черкасово, Выборгский р-н, Ленинградская об
654;Верхнеяркеево, Башкортостан респ.
643;Верхние Киги, Башкортостан респ.
13232;Верхние Муллы, Пермский край
13303;Верхние Серьги, Свердловская обл.
667;Верхние Татышлы, Башкортостан респ.
2402;Верхний Баскунчак, Астраханская обл.
13354;Верхний Бор, Тюменская обл.
14939;Верхний Бузан, Астраханская обл.
13466;Верхний Карбуш, Омская обл.
2013;Верхний Ларс, Северная Осетия респ.
1356;Верхний Мамон, Воронежская обл.
14914;Верхний мелекесс, Ульяновская обл.
607;Верхний Тагил, Свердловская обл.
1509;Верхний Услон, Татарстан респ.
1104;Верхний Уфалей, Челябинская обл.
13413;Верхняя Подстепновка, Самарская обл.
609;Верхняя Пышма, Свердловская обл.
605;Верхняя Салда, Свердловская обл.
13101;Верхняя Синячиха, Свердловская обл.
1953;Верхняя Тойма, Архангельская обл.
1648;Верхняя Тура, Свердловская обл.
1357;Верхняя Хава, Воронежская обл.
2026;Верховажье, Вологодская обл.
14435;Верховье, Орловская обл.
14688;Верховье, Смоленская обл.
1650;Верхотурье, Свердловская обл.
2578;Верхошижемье, Кировская обл.
2334;Верх-Суетка, Алтайский край
1971;Верх-Тула, Новосибирская обл.
760;Верх-Чебула, Кемеровская обл.
15666;Вершилово, Чкаловский р-н, Нижегородская обл.
1149;Вершина Теи, Хакасия респ.
14584;Вершино-Дарасунский, Забайкальский край
338;Веселая Лопань, Белгородская обл.
1972;Веселая, Новосибирская обл.
2630;Веселое, Краснодарский край
49;Веселоярск, Алтайский край
2895;Веселый, Ростовская обл.
1171;Весенний, Оренбургская обл.
14369;Весьегонск, Тверская обл.
1889;Ветлуга, Нижегородская обл.
2613;Ветлужский, Костромская обл.
13627;Ветлужский, Нижегородская обл.
2896;Вешенская, Ростовская обл.
3113;Вешкайма, Ульяновская обл.
302;Вешки, Московская обл.
1100;Видное
15347;Видяево, Мурманская обл.
14967;Визендорф коттеджный поселок, Пушкинский район, Мо
13773;Визимьяры пгт, Килемарский р-н, Марий Эл респ.
2605;Визинга, Коми респ.
14683;Викулово, Тюменская обл.
14279;Вилга, Карелия респ.
2679;Виллози, Ломоносовский р-н, Ленинградская обл.
19;Вилюйск, Саха респ. (Якутия)
407;Вилючинск, Камчатский край
13628;Виля, Нижегородская обл.
3080;Винзили, Тюменская обл.
14403;Виноградное, Краснодарский край
15071;Виноградное, Чеченская респ.
2631;Виноградный, Анапский р-он, Краснодарский край
15162;Виноградный, Волгодонский р-он, Ростовская обл.
14680;Виноградово, Московская обл.
13214;Виноградовский, Оренбургская обл.
3009;Винсады, Ставропольский край
13984;Витим, Саха респ. (Якутия)
2059;Витязево, Краснодарский край
1869;Вихоревка, Иркутская обл.
465;Вичуга, Ивановская обл.
3135;Вишневогорск, Челябинская обл.
15106;Вишняково, Ногинский р-н, Московская обл.
1672;Вишняковские Дачи, Ногинский р-н, Московская обл.
288;Владивосток
1082;Владикавказ
94;Владимир
2380;Владимиро-Александровское, Приморский край
2051;Владимировка, Краснодарский край
14711;Владимирская, Лабинский район, Краснодарский край
13531;Владыкино, Московская обл.
13276;Власиха, Алтайский край
14991;Власиха, Московская обл.
15284;ВЛГ, Волгоградская обл.
28;Внуково, Москва
2595;Водный, Коми респ.
14751;Водопадный, Ростовская обл.
13179;Водстрой, Волгоградская обл.
2027;Вожега, Вологодская обл.
3186;Воздвиженское, Клинский р-он, Московская обл.
1890;Вознесенское, Нижегородская обл.
15364;Возрождение, Выборгский р-н, Ленинградская обл.
2056;Возрождение, Краснодарский край
2680;Войсковицы, Гатчинский р-н, Ленинградская обл.
426;Волгоград
1075;Волгодонск
941;Волгореченск, Костромская обл.
2746;Волжск, Волжский р-н, Марий Эл респ.
1018;Волжск, Татарстан респ.
427;Волжский
290;Волжский, Самарская обл.
2632;Волковка, Краснодарский край
14904;Волна, Темрюкский р-н, Краснодарский край
2093;Волово, Тульская обл.
246;Вологда
541;Володарск, Нижегородская обл.
2403;Володарский, Астраханская обл.
15620;Володарского,Ленинский р-н, Московская обл.
