1588;Адыгейск, Адыгея респ.
1590;Афипсип, Адыгея респ.
1600;Козет, Адыгея респ.
1229;Кошехабль, Адыгея респ.
1233;Майкоп, Адыгея респ.
1083;Натырбово, Адыгея респ.
1617;Псекупс, Адыгея респ.
1350;Тахтамукай, Адыгея респ.
1624;Тлюстенхабль, Адыгея респ.
1627;Энем, Адыгея респ.
323;Яблоновский, Адыгея респ.
15403;Акташ, Алтай респ.
13481;Артыбаш, Алтай респ.
13516;Барангол, майминский р-н, Алтай респ.
13523;Барлак, Алтай респ.
13504;Бирюля, Алтай респ.
822;Горно-Алтайск
13512;Дубровка, Алтай респ.
13514;Известковый, Алтай респ.
13521;Камлак, Алтай респ.
13518;Катунь, Чемальский р-н, Алтай респ.
15404;Кош-Агач, Алтай респ.
77;Майма, Алтай респ.
13476;Манжерок, Майминский р-н, Алтай респ.
13524;Мыюта, Алтай респ.
13482;Онгудай, Алтай респ.
13505;Паспаул, Алтай респ.
13506;Подгорное, Майминский р-н, Алтай респ.
13513;Рыбалка, Алтай респ.
13483;Соузга, Алтай респ.
15405;Турочак, Алтай респ.
13519;Узнезя, Чемальский р-н, Алтай респ.
15407;Усть-Кан, Алтай респ.
15408;Усть-Кокса, Алтай респ.
13515;Усть-Муны, Майминский р-н, Алтай респ.
13525;Усть-Сема, Алтай респ.
15406;Усть-Улаган, Алтай респ.
13478;Чемал, Алтай респ.
13517;Чепош, Чемальский р-н, Алтай респ.
13522;Черга, Алтай респ.
13503;Чоя, Алтай респ.
13479;Шебалино, Алтай респ.
13520;Элекмонар, Чемальский р-н, Алтай респ.
14854;Авиатор, Алтайский край
795;Алейск, Алтайский край
6;Алтайское, Алтайский край
13480;Ая, Алтайский край
1856;Баево, Алтайский край
274;Барнаул
814;Белокуриха, Алтайский край
275;Бийск
13477;Бирюзовая Катунь, Алтайский край
803;Благовещенка, Алтайский край
14855;Борзовая заимка, Алтайский край
13502;Бочкари, Алтайский край
809;Бурла, Алтайский край
808;Быстрый Исток, Алтайский край
13510;Верх-Ая, Алтайский край
2334;Верх-Суетка, Алтайский край
49;Веселоярск, Алтайский край
13276;Власиха, Алтайский край
804;Волчиха, Алтайский край
792;Гальбштадт, Алтайский край
783;Горняк, Алтайский край
13507;Долина свободы, Красногорский район, Алтайский кра
2335;Ельцовка, Алтайский край
801;Завьялово, Алтайский край
1858;Залесово, Алтайский край
98;Заринск, Алтайский край
784;Змеиногорск, Алтайский край
787;Зональное, Алтайский край
14856;Казенная заимка, Алтайский край
701;Калманка, Алтайский край
786;Камень-на-Оби, Алтайский край
13508;Катунь, Алтайский край
815;Ключи, Алтайский край
1861;Косиха, Алтайский край
791;Красногорское, Алтайский край
812;Краснощеково, Алтайский край
1857;Крутиха, Алтайский край
805;Кулунда, Алтайский край
813;Курья, Алтайский край
816;Кытманово, Алтайский край
14858;Лебяжье, Алтайский край
1271;Мало-Енисейское, Алтайский край
782;Мамонтово, Алтайский край
1147;Михайловское, Алтайский край
14857;Научный городок, Алтайский край
796;Новичиха, Алтайский край
788;Новоалтайск, Алтайский край
1859;Новоегорьевское, Алтайский край
15521;Новомихайловка, городской округ Барнаул, Алтайский
13278;Новосиликатный, Алтайский край
14852;Октябрский, Алтайский край
780;Павловск, Алтайский край
779;Панкрушиха, Алтайский край
810;Петропавловское, Алтайский край
13511;Платово, Советский р-н, Алтайский край
797;Поспелиха, Алтайский край
15519;Прудской, Калманский р-н, Алтайский край
781;Ребриха, Алтайский край
802;Родино, Алтайский край
800;Романово, Алтайский край
798;Рубцовск
15517;Сибирские Огни, Павловский р-н, Алтайский край
13090;Сибирский, Алтайский край
806;Славгород, Алтайский край
15524;Смоленское, Алтайский край
1860;Советское, Алтайский край
2336;Солонешное, Алтайский край
2332;Солтон, Алтайский край
14853;Спутник, Алтайский край
799;Староалейское, Алтайский край
954;Степное Озеро, Алтайский край
1863;Табуны, Алтайский край
817;Тальменка, Алтайский край
820;Тогул, Алтайский край
794;Топчиха, Алтайский край
790;Троицкое, Алтайский край
785;Тюменцево, Алтайский край
2337;Угловское, Алтайский край
15518;Урожайный, Павловский р-н, Алтайский край
2330;Усть-Калманка, Алтайский край
2331;Усть-Чарышская Пристань, Алтайский край
807;Хабары, Алтайский край
2333;Целинное, Алтайский край
811;Чарышское, Алтайский край
15520;Шахи, Павловский р, Алтайский край
1862;Шелаболиха, Алтайский край
793;Шипуново, Алтайский край
13277;Южный, Алтайский край
778;Яровое, Алтайский край
14424;Архара, Амурская обл.
896;Белогорск, Амурская обл.
286;Благовещенск
918;Богородское, Амурская обл.
13488;Бурея, Амурская обл.
14425;Варваровка, Амурская обл.
13370;Дактуй, Магдагачинский р-он, Амурская обл.
14427;Екатеринославка, Амурская обл.
3224;Завитинск, Амурская обл.
2329;Зея, Амурская обл.
13328;Ивановка, Амурская обл.
14445;Константиновка , Амурская обл.
13012;Магдагачи, Амурская обл.
13065;Невер, Амурская обл.
13936;Новоалександровка, Амурская обл.
13447;Новобурейский, Амурская обл.
14426;Новокиевский Увал, Амурская обл.
14423;Поярково, Амурская обл.
14422;Прогресс, Амурская обл.
13013;Райчихинск, Амурская обл.
14428;Ромны, Амурская обл.
3229;Свободный, Амурская обл.
13396;Серышево, Амурская обл.
13064;Сковородино, Амурская обл.
1763;Талакан, Амурская обл.
13937;Тамбовка, Амурская обл.
13294;Тыгда, Амурская обл.
318;Тында, Амурская обл.
13395;Углегорск, Амурская обл.
13931;Февральск, Амурская обл.
1760;Шимановск, Амурская обл.
14792;Экимчан, Амурская обл.
15501;Алупка, Ялтинский р-н, АР Крым
15609;Гаспра, Ялтинский р-н, АР Крым
15608;Гурзуф, Ялтинский р-н, АР Крым
7081;Евпатория
15254;Керчь
15610;Кореиз, Ялтинский р-н, АР Крым
15612;Парковое, Ялтинский р-н, АР Крым
15256;Севастополь
15611;Симеиз, Ялтинский р-н, АР Крым
15345;Симферополь
12963;Ялта
402;Архангельск
13292;Архангельск-55, Архангельская обл.
1952;Березник, Архангельская обл.
1955;Васьково, Архангельская обл.
994;Вельск, Архангельская обл.
1953;Верхняя Тойма, Архангельская обл.
2342;Ильинско-Подомское, Архангельская обл.
1954;Каргополь, Архангельская обл.
14593;Карпогоры, Архангельская обл.
1948;Коноша, Архангельская обл.
1170;Коряжма, Архангельская обл.
14316;Костылево п., Архангельская обл.
1756;Котлас, Архангельская обл.
2340;Красноборск, Архангельская обл.
15196;Красное, Ненецкий р-он, Архангельская обл.
13014;Мезень, Архангельская обл.
1951;Мирный, Архангельская обл.
13095;Мухонская, Архангельская обл.
997;Новодвинск, Архангельская обл.
15429;Новое Лукино, Приморский р-н, Архангельская обл.
1949;Няндома, Архангельская обл.
1957;Обозерский, Архангельская обл.
2341;Октябрьский, Архангельская обл.
1950;Онега, Архангельская обл.
406;Плесецк, Архангельская обл.
2339;Савинский, Архангельская обл.
996;Северодвинск, Архангельская обл.
13411;Североонежск, Архангельская обл.
13017;Соловецкий, Архангельская обл.
14317;Урдома п., Ленский р-н, Архангельская обл.
2338;Холмогоры, Архангельская обл.
1956;Цигломень, Архангельская обл.
13726;Черемушский, Котлакский р-н, Архангельская обл.
14594;Шенкурск, Архангельская обл.
14936;Аксарайский, Астраханская обл.
14806;Ассадулаево, Астраханская обл.
432;Астрахань
14803;Атал, Астраханская обл.
145;Ахтубинск, Астраханская обл.
14938;Байбек, Астраханская обл.
14942;Бакланье, Астраханская обл.
14952;Басы, Астраханская обл.
14884;Батаевка, Астраханская обл.
14865;Бахтемир, Астраханская обл.
14945;Бирюковка, Астраханская обл.
14916;Болхуны, Астраханская обл.
14964;Бударино, Астраханская обл.
14954;Верхнекалиновский, Астраханская обл.
14937;Верхнелебяжье, Астраханская обл.
2402;Верхний Баскунчак, Астраханская обл.
14939;Верхний Бузан, Астраханская обл.
2403;Володарский, Астраханская обл.
14929;Вольное, Астраханская обл.
14879;Вязовка, Астраханская обл.
14951;Грушево, Астраханская обл.
14934;Досанг, Астраханская обл.
14866;Евпраксино, Астраханская обл.
2404;Енотаевка, Астраханская обл.
2405;Замьяны, Астраханская обл.
14958;Занзели, Астраханская обл.
14949;Зеленга, Астраханская обл.
2406;Знаменск, Астраханская обл.
14919;Золотуха, Астраханская обл.
14883;Зубовка, Астраханская обл.
14927;Ивановка, Астраханская обл.
14870;Иванчуг, Астраханская обл.
2407;Икряное, Астраханская обл.
14863;Ильинка, Астраханская обл.
14877;Каменный Яр, Астраханская обл.
2408;Камызяк, Астраханская обл.
14956;Камышово, Астраханская обл.
14805;Камязяк, Астраханская обл.
14875;Капустин Яр, Астраханская обл.
14955;Караванное, Астраханская обл.
14814;Карагали, Астраханская обл.
14957;Каралат, Астраханская обл.
14960;Караульное, Астраханская обл.
14953;Каспий, Астраханская обл.
14811;Кирпичного завода поселок, Астраханская обл.
14935;Комсомольский, Астраханская обл.
14925;Копановка, Астраханская обл.
14924;Кочковатка, Астраханская обл.
2409;Красные Баррикады, Астраханская обл.
13112;Красный Яр, Астраханская обл.
14813;Кулаковка, Астраханская обл.
14932;Ленино, Астраханская обл.
14962;Лесное, Астраханская обл.
2410;Лиман, Астраханская обл.
14946;Линейное, Астраханская обл.
14867;Мансур, Астраханская обл.
14923;Михайловка, Астраханская обл.
14944;Мултаново, Астраханская обл.
14963;Мумра, Астраханская обл.
2411;Нариманов, Астраханская обл.
14804;Нартовский, Астраханская обл.
2412;Началово, Астраханская обл.
2413;Нижний Баскунчак, Астраханская обл.
14920;Никольское, Астраханская обл.
14862;Новокучергановка, Астраханская обл.
14810;Новоначаловский, Астраханская обл.
14915;Новониколаевка, Астраханская обл.
14961;Оранжереи, Астраханская обл.
13287;Осыпной Бугор, Астраханская обл.
14807;Первого Мая, Астраханская обл.
14918;Пироговка, Астраханская обл.
14941;Пойменный, Астраханская обл.
14880;Покровка, Астраханская обл.
14876;Пологое Займище, Астраханская обл.
14948;Прикаспийский, Астраханская обл.
14922;Пришиб, Астраханская обл.
14873;Раздор, Астраханская обл.
14864;Рассвет, Астраханская обл.
14808;Растопуловка, Астраханская обл.
14933;Речное, Астраханская обл.
14874;Рычарский, Астраханская обл.
14871;Садовый, Астраханская обл.
14928;Селитренное, Астраханская обл.
14917;Соленое Займище, Астраханская обл.
14878;Солодники, Астраханская обл.
14943;Солянка, Астраханская обл.
2414;Средний Баскунчак, Астраханская обл.
14881;Старица, Астраханская обл.
14851;Старокучергановка , Астраханская обл.
14868;Стеклозавода поселок, Астраханская обл.
14930;Табун-Арал, Астраханская обл.
14926;Тамбовка, Астраханская обл.
14802;ТатароБашмаковка, Астраханская обл.
14809;Три Протока, Астраханская обл.
14950;Тузуклей, Астраханская обл.
14947;Тумак, Астраханская обл.
14921;Удачное, Астраханская обл.
14882;Успенка, Астраханская обл.
14812;Фунтово, Астраханская обл.
13121;Харабали, Астраханская обл.
14931;Хошеутово, Астраханская обл.
14869;Чаган, Астраханская обл.
2415;Черный Яр, Астраханская обл.
14959;Чулпан, Астраханская обл.
14801;Яксатово, Астраханская обл.
14872;Яманцуг, Астраханская обл.
13097;Авдон, Уфимский р-он, Башкортостан респ.
634;Агидель, Башкортостан респ.
1767;Азово, Башкортостан респ.
2416;Аксаково село, Башкортостан респ.
2417;Аксеново, Башкортостан респ.
90;Актау, Башкортостан респ.
651;Акъяр, Башкортостан респ.
13136;Алексеевка, Башкортостан респ.
13616;Амзя, Янаульский р-н, Башкортостан респ.
13499;Арлан, Башкортостан респ.
663;Архангельское, Башкортостан респ.
648;Аскарово, Башкортостан респ.
661;Аскино, Башкортостан респ.
13203;Аэропорт, Башкортостан респ.
14708;Байкибашево, Башкортостан респ.
646;Баймак, Башкортостан респ.
637;Бакалы, Башкортостан респ.
631;Белебей, Башкортостан респ.
249;Белорецк, Башкортостан респ.
638;Бижбуляк, Башкортостан респ.
548;Бирск, Башкортостан респ.
656;Благовещенск, Башкортостан респ.
660;Большеустьикинское, Башкортостан респ.
662;Буздяк, Башкортостан респ.
14386;Булгаково, Башкортостан респ.
649;Бураево, Башкортостан респ.
14307;Буруновка, Гафурийский р-н, Башкортостан респ.
14638;Вавилово, Башкортостан респ.
654;Верхнеяркеево, Башкортостан респ.
643;Верхние Киги, Башкортостан респ.
667;Верхние Татышлы, Башкортостан респ.
658;Давлеканово, Башкортостан респ.
13202;Дема, Башкортостан респ.
405;Дюртюли, Башкортостан респ.
636;Ермекеево, Башкортостан респ.
650;Ермолаево, Башкортостан респ.
2418;Жуково, Башкортостан респ.
647;Зилаир, Башкортостан респ.
13004;Зубово, Башкортостан респ.
673;Иглино, Башкортостан респ.
630;Исянгулово, Башкортостан респ.
672;Ишимбай, Башкортостан респ.
668;Калтасы, Башкортостан респ.
14385;Кандры, Башкортостан респ.
639;Караидель, Башкортостан респ.
13498;Карманово, Янаульский р-н, Башкортостан респ.
655;Кармаскалы, Башкортостан респ.
632;Киргиз-Мияки, Башкортостан респ.
665;Красная Горка, Башкортостан респ.
635;Красноусольский, Башкортостан респ.
12998;Красный Ключ, Нуримановский р-н, Башкортостан респ
653;Кумертау, Башкортостан респ.
1265;Курасково, Башкортостан респ.
669;Кушнаренково, Башкортостан респ.
303;Майск, Башкортостан респ.
13205;Максимовка, Башкортостан респ.
666;Малояз, Башкортостан респ.
2419;Межгорье, Башкортостан респ.
946;Мелеуз, Башкортостан респ.
1139;Месягутово, Башкортостан респ.
2420;Михайловка, Башкортостан респ.
644;Мишкино, Башкортостан респ.
1351;Мокроусово, Башкортостан респ.
633;Мраково, Башкортостан респ.
629;Нефтекамск
2421;Никифарово, Башкортостан респ.
15237;Николаевка, Башкортостан респ.
652;Николо-Березовка, Башкортостан респ.
645;Новобелокатай, Башкортостан респ.
13382;Новомуслюмово, Минтлинский р-н, Башкортостан респ.
2422;Нурлино, Башкортостан респ.
657;Октябрьский, Башкортостан респ.
2423;Прибельский, Башкортостан респ.
13001;Приютово, Башкортостан респ.
1138;Раевский, Башкортостан респ.
15236;Русский Юрмаш, Башкортостан респ.
111;Салават
664;Сибай, Башкортостан респ.
1405;Старобалтачево, Башкортостан респ.
1406;Старосубхангулово, Башкортостан респ.
671;Стерлибашево, Башкортостан респ.
257;Стерлитамак
15080;Субханкулово, Башкортостан респ.
13317;Тимашево, Башкортостан респ.
640;Толбазы, Башкортостан респ.
628;Туймазы, Башкортостан респ.
256;Уфа
670;Учалы, Башкортостан респ.
641;Федоровка, Башкортостан респ.
674;Чекмагуш, Башкортостан респ.
13204;Чесноковка, Башкортостан респ.
675;Чишмы, Башкортостан респ.
13247;Шакша, Башкортостан респ.
15238;Шамонино, Башкортостан респ.
659;Шаран, Башкортостан респ.
2424;Юмагузино, Башкортостан респ.
2425;Юматово, Башкортостан респ.
642;Языково, Башкортостан респ.
2345;Янаул, Башкортостан респ.
14528;Янгантау, Башкортостан респ.
342;Алексеевка, Белгородская обл.
337;Белгород
2065;Бирюч, Белгородская обл.
2471;Борисовка, Белгородская обл.
344;Валуйки, Белгородская обл.
2477;Вейделевка, Белгородская обл.
338;Веселая Лопань, Белгородская обл.
2475;Волоконовка, Белгородская обл.
2064;Грайворон, Белгородская обл.
1230;Губкин, Белгородская обл.
2071;Дубовое, Белгородская обл.
14598;Ивня, Белгородская обл.
14993;Каплино, Белгородская обл.
2472;Короча, Белгородская обл.
